session_id,traveller_id,origin_city,destination_city,search_date,travel_date,lead_days,departure_window,trip_purpose,party_size
S0026061,T003258,Hyderabad,Mumbai,2024-03-25,2024-05-09,45,Early Morning,Commute,2
S0026062,T003258,Hyderabad,Delhi,2024-03-11,2024-04-22,42,Night,Family / Personal,2
S0026063,T003258,Delhi,Hyderabad,2024-03-07,2024-04-14,38,Early Morning,Business,1
S0026064,T003258,Mumbai,Bangalore,2024-03-13,2024-03-17,4,Evening,Commute,1
S0026065,T003259,Hyderabad,Kolkata,2024-03-23,2024-04-21,29,Evening,Leisure,1
S0026066,T003259,Delhi,Hyderabad,2024-03-09,2024-04-03,25,Afternoon,Family / Personal,2
S0026067,T003259,Kolkata,Bangalore,2024-03-27,2024-03-28,1,Morning,Business,2
S0026068,T003259,Bangalore,Kolkata,2024-03-09,2024-03-12,3,Afternoon,Business,1
S0026069,T003259,Kolkata,Hyderabad,2024-03-05,2024-03-25,20,Early Morning,Commute,2
S0026070,T003259,Kolkata,Chennai,2024-03-19,2024-04-07,19,Evening,Family / Personal,1
S0026071,T003259,Kolkata,Delhi,2024-03-05,2024-03-27,22,Morning,Leisure,1
S0026072,T003259,Hyderabad,Chennai,2024-03-13,2024-04-23,41,Early Morning,Leisure,1
S0026073,T003260,Delhi,Kolkata,2024-03-07,2024-03-31,24,Early Morning,Commute,2
S0026074,T003260,Hyderabad,Bangalore,2024-03-16,2024-04-03,18,Afternoon,Leisure,1
S0026075,T003260,Bangalore,Hyderabad,2024-03-22,2024-05-06,45,Morning,Commute,1
S0026076,T003260,Kolkata,Mumbai,2024-03-04,2024-03-28,24,Early Morning,Leisure,1
S0026077,T003260,Bangalore,Kolkata,2024-03-04,2024-04-02,29,Evening,Commute,2
S0026078,T003260,Delhi,Hyderabad,2024-03-16,2024-04-17,32,Evening,Business,1
S0026079,T003260,Delhi,Kolkata,2024-03-19,2024-04-17,29,Early Morning,Commute,4
S0026080,T003260,Kolkata,Delhi,2024-03-02,2024-04-05,34,Early Morning,Commute,1
S0026081,T003261,Kolkata,Hyderabad,2024-03-13,2024-04-18,36,Evening,Leisure,3
S0026082,T003261,Kolkata,Delhi,2024-03-30,2024-05-01,32,Night,Leisure,4
S0026083,T003261,Delhi,Hyderabad,2024-03-15,2024-03-25,10,Morning,Leisure,1
S0026084,T003261,Chennai,Bangalore,2024-03-26,2024-04-18,23,Night,Family / Personal,3
S0026085,T003261,Hyderabad,Mumbai,2024-03-07,2024-04-18,42,Night,Leisure,2
S0026086,T003261,Kolkata,Bangalore,2024-03-15,2024-04-05,21,Afternoon,Commute,1
S0026087,T003261,Hyderabad,Delhi,2024-03-12,2024-03-29,17,Early Morning,Commute,3
S0026088,T003261,Bangalore,Mumbai,2024-03-06,2024-03-29,23,Afternoon,Family / Personal,2
S0026089,T003262,Kolkata,Mumbai,2024-03-11,2024-03-30,19,Evening,Commute,2
S0026090,T003262,Delhi,Chennai,2024-03-18,2024-04-29,42,Afternoon,Leisure,1
S0026091,T003262,Delhi,Chennai,2024-03-28,2024-04-07,10,Night,Leisure,1
S0026092,T003262,Hyderabad,Bangalore,2024-03-08,2024-04-07,30,Afternoon,Commute,4
S0026093,T003262,Mumbai,Hyderabad,2024-03-17,2024-04-11,25,Afternoon,Commute,1
S0026094,T003262,Bangalore,Hyderabad,2024-03-07,2024-04-20,44,Early Morning,Family / Personal,4
S0026095,T003262,Mumbai,Chennai,2024-03-23,2024-04-17,25,Afternoon,Commute,1
S0026096,T003262,Bangalore,Hyderabad,2024-03-17,2024-04-23,37,Morning,Commute,1
S0026097,T003263,Hyderabad,Mumbai,2024-03-10,2024-03-16,6,Night,Leisure,2
S0026098,T003263,Delhi,Chennai,2024-03-06,2024-04-01,26,Afternoon,Commute,2
S0026099,T003263,Mumbai,Hyderabad,2024-03-05,2024-04-23,49,Early Morning,Commute,2
S0026100,T003263,Mumbai,Chennai,2024-03-23,2024-03-28,5,Morning,Family / Personal,1
S0026101,T003263,Hyderabad,Chennai,2024-03-05,2024-03-12,7,Early Morning,Leisure,2
S0026102,T003263,Bangalore,Delhi,2024-03-06,2024-04-12,37,Evening,Business,1
S0026103,T003263,Bangalore,Hyderabad,2024-03-26,2024-05-04,39,Early Morning,Leisure,1
S0026104,T003263,Kolkata,Delhi,2024-03-05,2024-03-06,1,Early Morning,Family / Personal,4
S0026105,T003264,Hyderabad,Bangalore,2024-03-17,2024-05-03,47,Night,Commute,1
S0026106,T003264,Mumbai,Hyderabad,2024-03-30,2024-05-17,48,Morning,Family / Personal,1
S0026107,T003264,Bangalore,Delhi,2024-03-13,2024-04-01,19,Evening,Leisure,3
S0026108,T003264,Kolkata,Bangalore,2024-03-07,2024-03-21,14,Night,Business,4
S0026109,T003264,Bangalore,Mumbai,2024-03-27,2024-04-29,33,Early Morning,Commute,2
S0026110,T003264,Kolkata,Delhi,2024-03-11,2024-04-06,26,Night,Commute,1
S0026111,T003264,Delhi,Kolkata,2024-03-12,2024-04-29,48,Morning,Family / Personal,1
S0026112,T003264,Kolkata,Bangalore,2024-03-30,2024-04-27,28,Night,Commute,1
S0026113,T003265,Hyderabad,Chennai,2024-03-02,2024-04-05,34,Morning,Leisure,1
S0026114,T003265,Mumbai,Chennai,2024-03-14,2024-03-26,12,Early Morning,Commute,1
S0026115,T003265,Delhi,Kolkata,2024-03-28,2024-05-12,45,Evening,Family / Personal,1
S0026116,T003265,Mumbai,Hyderabad,2024-03-08,2024-03-14,6,Afternoon,Leisure,2
S0026117,T003265,Hyderabad,Bangalore,2024-03-02,2024-04-09,38,Early Morning,Family / Personal,1
S0026118,T003265,Chennai,Bangalore,2024-03-22,2024-04-24,33,Afternoon,Commute,1
S0026119,T003265,Kolkata,Mumbai,2024-03-18,2024-04-02,15,Afternoon,Family / Personal,2
S0026120,T003265,Delhi,Bangalore,2024-03-30,2024-05-06,37,Night,Leisure,3
S0026121,T003266,Chennai,Kolkata,2024-03-28,2024-04-07,10,Evening,Commute,1
S0026122,T003266,Bangalore,Mumbai,2024-03-30,2024-04-23,24,Night,Commute,1
S0026123,T003266,Delhi,Kolkata,2024-03-01,2024-04-04,34,Evening,Commute,2
S0026124,T003266,Mumbai,Hyderabad,2024-03-06,2024-04-05,30,Morning,Business,1
S0026125,T003266,Bangalore,Chennai,2024-03-09,2024-04-21,43,Afternoon,Leisure,1
S0026126,T003266,Chennai,Mumbai,2024-03-02,2024-03-17,15,Night,Commute,1
S0026127,T003266,Delhi,Mumbai,2024-03-25,2024-04-14,20,Early Morning,Business,2
S0026128,T003266,Bangalore,Chennai,2024-03-25,2024-05-13,49,Morning,Commute,2
S0026129,T003267,Chennai,Delhi,2024-03-12,2024-04-09,28,Afternoon,Business,1
S0026130,T003267,Delhi,Hyderabad,2024-03-05,2024-04-03,29,Afternoon,Commute,1
S0026131,T003267,Hyderabad,Chennai,2024-03-27,2024-03-30,3,Afternoon,Commute,2
S0026132,T003267,Hyderabad,Chennai,2024-03-16,2024-04-10,25,Evening,Leisure,1
S0026133,T003267,Kolkata,Hyderabad,2024-03-10,2024-04-28,49,Evening,Business,4
S0026134,T003267,Hyderabad,Kolkata,2024-03-13,2024-04-11,29,Night,Leisure,1
S0026135,T003267,Chennai,Delhi,2024-03-09,2024-03-26,17,Morning,Family / Personal,1
S0026136,T003267,Bangalore,Kolkata,2024-03-02,2024-03-30,28,Night,Leisure,1
S0026137,T003268,Mumbai,Bangalore,2024-03-24,2024-04-22,29,Afternoon,Commute,1
S0026138,T003268,Mumbai,Delhi,2024-03-07,2024-03-27,20,Morning,Business,1
S0026139,T003268,Delhi,Kolkata,2024-03-02,2024-03-11,9,Morning,Business,4
S0026140,T003268,Bangalore,Hyderabad,2024-03-27,2024-04-11,15,Night,Commute,2
S0026141,T003268,Hyderabad,Mumbai,2024-03-30,2024-04-11,12,Afternoon,Commute,1
S0026142,T003268,Bangalore,Chennai,2024-03-22,2024-03-26,4,Evening,Commute,1
S0026143,T003268,Mumbai,Kolkata,2024-03-30,2024-05-13,44,Evening,Leisure,3
S0026144,T003268,Mumbai,Bangalore,2024-03-11,2024-04-01,21,Evening,Commute,1
S0026145,T003269,Bangalore,Hyderabad,2024-03-05,2024-03-23,18,Afternoon,Family / Personal,1
S0026146,T003269,Mumbai,Hyderabad,2024-03-12,2024-04-05,24,Afternoon,Leisure,1
S0026147,T003269,Bangalore,Mumbai,2024-03-29,2024-05-15,47,Early Morning,Commute,1
S0026148,T003269,Mumbai,Hyderabad,2024-03-08,2024-04-26,49,Afternoon,Leisure,1
S0026149,T003269,Bangalore,Hyderabad,2024-03-22,2024-03-27,5,Afternoon,Commute,1
S0026150,T003269,Chennai,Hyderabad,2024-03-12,2024-03-30,18,Evening,Leisure,1
S0026151,T003269,Kolkata,Chennai,2024-03-30,2024-04-11,12,Morning,Business,1
S0026152,T003269,Delhi,Mumbai,2024-03-19,2024-04-02,14,Night,Leisure,1
S0026153,T003270,Delhi,Bangalore,2024-03-15,2024-04-25,41,Evening,Commute,1
S0026154,T003270,Hyderabad,Delhi,2024-03-16,2024-04-04,19,Evening,Commute,1
S0026155,T003270,Chennai,Mumbai,2024-03-06,2024-03-20,14,Night,Commute,1
S0026156,T003270,Kolkata,Mumbai,2024-03-15,2024-04-21,37,Evening,Leisure,1
S0026157,T003270,Hyderabad,Delhi,2024-03-13,2024-04-22,40,Early Morning,Family / Personal,1
S0026158,T003270,Delhi,Kolkata,2024-03-01,2024-03-16,15,Morning,Business,3
S0026159,T003270,Mumbai,Kolkata,2024-03-18,2024-03-19,1,Early Morning,Commute,3
S0026160,T003270,Hyderabad,Chennai,2024-03-04,2024-04-15,42,Afternoon,Business,2
S0026161,T003271,Kolkata,Chennai,2024-03-19,2024-03-24,5,Afternoon,Commute,1
S0026162,T003271,Kolkata,Mumbai,2024-03-04,2024-04-12,39,Afternoon,Business,1
S0026163,T003271,Bangalore,Chennai,2024-03-26,2024-04-17,22,Evening,Leisure,1
S0026164,T003271,Delhi,Kolkata,2024-03-02,2024-04-17,46,Night,Leisure,1
S0026165,T003271,Chennai,Kolkata,2024-03-01,2024-03-05,4,Night,Commute,4
S0026166,T003271,Chennai,Kolkata,2024-03-23,2024-04-21,29,Evening,Commute,1
S0026167,T003271,Delhi,Kolkata,2024-03-22,2024-04-03,12,Morning,Commute,2
S0026168,T003271,Hyderabad,Delhi,2024-03-30,2024-04-11,12,Morning,Business,1
S0026169,T003272,Chennai,Hyderabad,2024-03-27,2024-04-07,11,Afternoon,Commute,1
S0026170,T003272,Chennai,Hyderabad,2024-03-27,2024-03-31,4,Early Morning,Business,1
S0026171,T003272,Mumbai,Hyderabad,2024-03-02,2024-04-12,41,Night,Family / Personal,1
S0026172,T003272,Bangalore,Kolkata,2024-03-18,2024-05-02,45,Early Morning,Commute,1
S0026173,T003272,Kolkata,Chennai,2024-03-28,2024-05-03,36,Morning,Family / Personal,2
S0026174,T003272,Mumbai,Hyderabad,2024-03-29,2024-03-31,2,Morning,Commute,2
S0026175,T003272,Chennai,Hyderabad,2024-03-15,2024-03-20,5,Night,Family / Personal,1
S0026176,T003272,Hyderabad,Chennai,2024-03-06,2024-04-16,41,Evening,Business,1
S0026177,T003273,Delhi,Hyderabad,2024-03-10,2024-03-25,15,Night,Leisure,1
S0026178,T003273,Delhi,Chennai,2024-03-12,2024-04-30,49,Evening,Business,2
S0026179,T003273,Kolkata,Delhi,2024-03-24,2024-04-10,17,Evening,Business,2
S0026180,T003273,Chennai,Delhi,2024-03-11,2024-04-25,45,Morning,Business,4
S0026181,T003273,Chennai,Kolkata,2024-03-08,2024-03-10,2,Afternoon,Business,2
S0026182,T003273,Bangalore,Chennai,2024-03-05,2024-03-10,5,Early Morning,Commute,3
S0026183,T003273,Chennai,Bangalore,2024-03-17,2024-04-17,31,Morning,Leisure,1
S0026184,T003273,Delhi,Mumbai,2024-03-03,2024-03-12,9,Night,Business,1
S0026185,T003274,Mumbai,Chennai,2024-03-19,2024-05-06,48,Morning,Commute,1
S0026186,T003274,Delhi,Chennai,2024-03-05,2024-03-17,12,Evening,Family / Personal,1
S0026187,T003274,Kolkata,Mumbai,2024-03-08,2024-03-10,2,Early Morning,Leisure,1
S0026188,T003274,Mumbai,Chennai,2024-03-08,2024-04-11,34,Early Morning,Leisure,1
S0026189,T003274,Mumbai,Delhi,2024-03-10,2024-04-17,38,Early Morning,Commute,1
S0026190,T003274,Mumbai,Chennai,2024-03-13,2024-03-15,2,Night,Commute,1
S0026191,T003274,Kolkata,Mumbai,2024-03-20,2024-03-23,3,Evening,Leisure,2
S0026192,T003274,Chennai,Mumbai,2024-03-13,2024-04-19,37,Evening,Commute,1
S0026193,T003275,Hyderabad,Bangalore,2024-03-08,2024-04-12,35,Morning,Leisure,3
S0026194,T003275,Delhi,Hyderabad,2024-03-15,2024-04-21,37,Night,Commute,2
S0026195,T003275,Hyderabad,Mumbai,2024-03-18,2024-03-25,7,Morning,Business,1
S0026196,T003275,Mumbai,Bangalore,2024-03-03,2024-04-09,37,Afternoon,Leisure,1
S0026197,T003275,Delhi,Kolkata,2024-03-02,2024-04-05,34,Morning,Business,2
S0026198,T003275,Delhi,Mumbai,2024-03-07,2024-04-06,30,Evening,Family / Personal,2
S0026199,T003275,Chennai,Kolkata,2024-03-21,2024-04-15,25,Afternoon,Family / Personal,1
S0026200,T003275,Mumbai,Hyderabad,2024-03-02,2024-04-15,44,Early Morning,Commute,4
S0026201,T003276,Mumbai,Kolkata,2024-03-22,2024-04-03,12,Afternoon,Commute,2
S0026202,T003276,Bangalore,Mumbai,2024-03-24,2024-04-15,22,Early Morning,Commute,3
S0026203,T003276,Delhi,Kolkata,2024-03-14,2024-04-08,25,Morning,Commute,1
S0026204,T003276,Delhi,Bangalore,2024-03-07,2024-03-10,3,Night,Commute,1
S0026205,T003276,Mumbai,Bangalore,2024-03-13,2024-05-01,49,Early Morning,Commute,1
S0026206,T003276,Delhi,Hyderabad,2024-03-05,2024-03-26,21,Morning,Commute,1
S0026207,T003276,Kolkata,Chennai,2024-03-20,2024-04-08,19,Afternoon,Family / Personal,2
S0026208,T003276,Kolkata,Mumbai,2024-03-09,2024-04-13,35,Evening,Business,1
S0026209,T003277,Delhi,Mumbai,2024-03-23,2024-04-20,28,Early Morning,Leisure,4
S0026210,T003277,Bangalore,Hyderabad,2024-03-25,2024-04-26,32,Afternoon,Business,1
S0026211,T003277,Chennai,Bangalore,2024-03-06,2024-04-14,39,Afternoon,Commute,1
S0026212,T003277,Mumbai,Hyderabad,2024-03-04,2024-04-21,48,Morning,Commute,1
S0026213,T003277,Hyderabad,Bangalore,2024-03-26,2024-04-09,14,Early Morning,Leisure,1
S0026214,T003277,Mumbai,Chennai,2024-03-09,2024-04-16,38,Evening,Business,1
S0026215,T003277,Chennai,Delhi,2024-03-25,2024-04-25,31,Afternoon,Commute,1
S0026216,T003277,Bangalore,Mumbai,2024-03-04,2024-03-20,16,Early Morning,Commute,1
S0026217,T003278,Kolkata,Bangalore,2024-03-28,2024-03-30,2,Afternoon,Family / Personal,1
S0026218,T003278,Kolkata,Mumbai,2024-03-01,2024-03-27,26,Evening,Business,4
S0026219,T003278,Chennai,Mumbai,2024-03-01,2024-03-21,20,Afternoon,Business,2
S0026220,T003278,Kolkata,Bangalore,2024-03-27,2024-04-30,34,Afternoon,Business,1
S0026221,T003278,Hyderabad,Mumbai,2024-03-25,2024-04-17,23,Afternoon,Commute,1
S0026222,T003278,Delhi,Bangalore,2024-03-02,2024-03-26,24,Morning,Commute,3
S0026223,T003278,Mumbai,Chennai,2024-03-01,2024-03-11,10,Early Morning,Commute,1
S0026224,T003278,Hyderabad,Bangalore,2024-03-14,2024-04-16,33,Afternoon,Commute,1
S0026225,T003279,Delhi,Mumbai,2024-03-17,2024-04-30,44,Evening,Commute,1
S0026226,T003279,Mumbai,Kolkata,2024-03-26,2024-03-27,1,Night,Commute,2
S0026227,T003279,Hyderabad,Bangalore,2024-03-19,2024-05-03,45,Night,Commute,1
S0026228,T003279,Delhi,Kolkata,2024-03-02,2024-03-08,6,Early Morning,Commute,1
S0026229,T003279,Hyderabad,Bangalore,2024-03-18,2024-04-04,17,Evening,Business,1
S0026230,T003279,Hyderabad,Mumbai,2024-03-27,2024-04-02,6,Early Morning,Business,1
S0026231,T003279,Delhi,Mumbai,2024-03-09,2024-04-01,23,Afternoon,Commute,2
S0026232,T003279,Kolkata,Mumbai,2024-03-17,2024-04-22,36,Night,Commute,3
S0026233,T003280,Kolkata,Mumbai,2024-03-11,2024-04-09,29,Morning,Leisure,2
S0026234,T003280,Hyderabad,Kolkata,2024-03-19,2024-04-09,21,Morning,Commute,1
S0026235,T003280,Hyderabad,Delhi,2024-03-28,2024-05-13,46,Morning,Business,2
S0026236,T003280,Mumbai,Hyderabad,2024-03-15,2024-04-27,43,Morning,Commute,4
S0026237,T003280,Kolkata,Bangalore,2024-03-24,2024-04-01,8,Morning,Leisure,1
S0026238,T003280,Kolkata,Chennai,2024-03-13,2024-04-08,26,Afternoon,Commute,1
S0026239,T003280,Hyderabad,Bangalore,2024-03-14,2024-04-25,42,Morning,Business,1
S0026240,T003280,Bangalore,Mumbai,2024-03-21,2024-04-06,16,Early Morning,Commute,3
S0026241,T003281,Chennai,Delhi,2024-03-16,2024-05-03,48,Early Morning,Family / Personal,3
S0026242,T003281,Chennai,Kolkata,2024-03-26,2024-05-09,44,Morning,Business,1
S0026243,T003281,Kolkata,Bangalore,2024-03-02,2024-03-21,19,Early Morning,Business,3
S0026244,T003281,Hyderabad,Chennai,2024-03-14,2024-04-12,29,Night,Commute,1
S0026245,T003281,Kolkata,Mumbai,2024-03-20,2024-04-19,30,Evening,Business,4
S0026246,T003281,Hyderabad,Chennai,2024-03-20,2024-04-23,34,Evening,Leisure,1
S0026247,T003281,Chennai,Kolkata,2024-03-22,2024-03-29,7,Early Morning,Leisure,1
S0026248,T003281,Bangalore,Delhi,2024-03-28,2024-04-25,28,Early Morning,Business,1
S0026249,T003282,Delhi,Chennai,2024-03-22,2024-05-01,40,Early Morning,Leisure,1
S0026250,T003282,Kolkata,Bangalore,2024-03-15,2024-03-25,10,Morning,Business,1
S0026251,T003282,Bangalore,Chennai,2024-03-29,2024-05-05,37,Evening,Leisure,1
S0026252,T003282,Delhi,Mumbai,2024-03-23,2024-04-28,36,Night,Commute,1
S0026253,T003282,Bangalore,Kolkata,2024-03-21,2024-04-23,33,Morning,Commute,1
S0026254,T003282,Kolkata,Chennai,2024-03-20,2024-03-24,4,Early Morning,Business,2
S0026255,T003282,Chennai,Bangalore,2024-03-19,2024-05-04,46,Morning,Commute,1
S0026256,T003282,Delhi,Kolkata,2024-03-23,2024-05-05,43,Morning,Commute,1
S0026257,T003283,Kolkata,Hyderabad,2024-03-19,2024-03-30,11,Evening,Commute,1
S0026258,T003283,Mumbai,Delhi,2024-03-07,2024-03-10,3,Night,Family / Personal,1
S0026259,T003283,Hyderabad,Mumbai,2024-03-25,2024-05-10,46,Morning,Commute,1
S0026260,T003283,Chennai,Bangalore,2024-03-18,2024-03-23,5,Early Morning,Business,1
S0026261,T003283,Mumbai,Bangalore,2024-03-19,2024-03-21,2,Evening,Commute,2
S0026262,T003283,Bangalore,Mumbai,2024-03-13,2024-03-26,13,Early Morning,Leisure,2
S0026263,T003283,Chennai,Kolkata,2024-03-02,2024-03-12,10,Morning,Commute,4
S0026264,T003283,Delhi,Hyderabad,2024-03-29,2024-04-08,10,Night,Business,1
S0026265,T003284,Chennai,Mumbai,2024-03-08,2024-04-10,33,Early Morning,Commute,1
S0026266,T003284,Chennai,Hyderabad,2024-03-05,2024-03-08,3,Afternoon,Leisure,3
S0026267,T003284,Mumbai,Delhi,2024-03-30,2024-04-12,13,Evening,Business,2
S0026268,T003284,Hyderabad,Delhi,2024-03-22,2024-04-04,13,Early Morning,Commute,2
S0026269,T003284,Mumbai,Hyderabad,2024-03-04,2024-04-04,31,Morning,Commute,4
S0026270,T003284,Hyderabad,Mumbai,2024-03-20,2024-05-05,46,Afternoon,Business,1
S0026271,T003284,Kolkata,Chennai,2024-03-28,2024-04-19,22,Night,Leisure,4
S0026272,T003284,Mumbai,Bangalore,2024-03-07,2024-03-26,19,Evening,Business,1
S0026273,T003285,Hyderabad,Chennai,2024-03-04,2024-03-08,4,Evening,Family / Personal,1
S0026274,T003285,Hyderabad,Delhi,2024-03-26,2024-05-01,36,Early Morning,Leisure,1
S0026275,T003285,Chennai,Delhi,2024-03-16,2024-04-20,35,Morning,Family / Personal,1
S0026276,T003285,Hyderabad,Kolkata,2024-03-09,2024-04-15,37,Afternoon,Commute,1
S0026277,T003285,Hyderabad,Kolkata,2024-03-05,2024-03-09,4,Evening,Business,1
S0026278,T003285,Mumbai,Kolkata,2024-03-11,2024-03-19,8,Afternoon,Commute,1
S0026279,T003285,Mumbai,Bangalore,2024-03-28,2024-05-13,46,Afternoon,Family / Personal,2
S0026280,T003285,Kolkata,Chennai,2024-03-10,2024-04-03,24,Early Morning,Commute,1
S0026281,T003286,Delhi,Kolkata,2024-03-20,2024-04-29,40,Morning,Commute,1
S0026282,T003286,Mumbai,Hyderabad,2024-03-23,2024-04-02,10,Morning,Commute,1
S0026283,T003286,Mumbai,Chennai,2024-03-25,2024-04-11,17,Evening,Commute,3
S0026284,T003286,Chennai,Mumbai,2024-03-02,2024-03-28,26,Early Morning,Commute,1
S0026285,T003286,Kolkata,Delhi,2024-03-09,2024-03-31,22,Afternoon,Leisure,1
S0026286,T003286,Delhi,Chennai,2024-03-08,2024-03-18,10,Morning,Business,1
S0026287,T003286,Kolkata,Hyderabad,2024-03-21,2024-03-22,1,Evening,Family / Personal,1
S0026288,T003286,Bangalore,Chennai,2024-03-27,2024-04-09,13,Afternoon,Commute,3
S0026289,T003287,Hyderabad,Mumbai,2024-03-26,2024-04-28,33,Early Morning,Business,3
S0026290,T003287,Kolkata,Chennai,2024-03-28,2024-04-21,24,Early Morning,Leisure,2
S0026291,T003287,Hyderabad,Kolkata,2024-03-09,2024-03-23,14,Afternoon,Leisure,1
S0026292,T003287,Bangalore,Delhi,2024-03-06,2024-04-20,45,Early Morning,Business,2
S0026293,T003287,Delhi,Kolkata,2024-03-22,2024-04-11,20,Afternoon,Commute,4
S0026294,T003287,Hyderabad,Mumbai,2024-03-25,2024-04-04,10,Morning,Business,3
S0026295,T003287,Hyderabad,Chennai,2024-03-23,2024-04-13,21,Early Morning,Business,1
S0026296,T003287,Mumbai,Delhi,2024-03-05,2024-03-25,20,Night,Commute,1
S0026297,T003288,Chennai,Kolkata,2024-03-22,2024-04-30,39,Evening,Family / Personal,2
S0026298,T003288,Hyderabad,Mumbai,2024-03-01,2024-04-01,31,Evening,Commute,3
S0026299,T003288,Chennai,Delhi,2024-03-23,2024-04-11,19,Evening,Commute,1
S0026300,T003288,Hyderabad,Bangalore,2024-03-26,2024-05-05,40,Evening,Commute,1
S0026301,T003288,Delhi,Kolkata,2024-03-30,2024-05-17,48,Morning,Commute,1
S0026302,T003288,Hyderabad,Kolkata,2024-03-09,2024-03-18,9,Afternoon,Commute,1
S0026303,T003288,Hyderabad,Chennai,2024-03-15,2024-04-23,39,Evening,Family / Personal,1
S0026304,T003288,Hyderabad,Kolkata,2024-03-28,2024-04-17,20,Morning,Commute,3
S0026305,T003289,Mumbai,Delhi,2024-03-04,2024-03-23,19,Early Morning,Business,3
S0026306,T003289,Delhi,Chennai,2024-03-25,2024-04-21,27,Evening,Leisure,1
S0026307,T003289,Delhi,Chennai,2024-03-25,2024-04-09,15,Afternoon,Commute,1
S0026308,T003289,Mumbai,Bangalore,2024-03-14,2024-04-05,22,Morning,Business,2
S0026309,T003289,Kolkata,Mumbai,2024-03-12,2024-04-04,23,Morning,Business,3
S0026310,T003289,Kolkata,Hyderabad,2024-03-04,2024-03-29,25,Early Morning,Business,1
S0026311,T003289,Delhi,Bangalore,2024-03-02,2024-03-11,9,Early Morning,Commute,1
S0026312,T003289,Hyderabad,Kolkata,2024-03-23,2024-03-26,3,Afternoon,Leisure,1
S0026313,T003290,Mumbai,Delhi,2024-03-04,2024-04-17,44,Afternoon,Family / Personal,2
S0026314,T003290,Chennai,Delhi,2024-03-29,2024-05-02,34,Afternoon,Commute,1
S0026315,T003290,Kolkata,Hyderabad,2024-03-12,2024-03-29,17,Night,Commute,1
S0026316,T003290,Mumbai,Chennai,2024-03-21,2024-05-02,42,Early Morning,Business,2
S0026317,T003290,Delhi,Hyderabad,2024-03-26,2024-04-02,7,Evening,Leisure,2
S0026318,T003290,Kolkata,Hyderabad,2024-03-08,2024-04-13,36,Night,Leisure,2
S0026319,T003290,Bangalore,Chennai,2024-03-01,2024-03-19,18,Early Morning,Leisure,2
S0026320,T003290,Mumbai,Chennai,2024-03-07,2024-04-12,36,Evening,Leisure,1
S0026321,T003291,Delhi,Chennai,2024-03-26,2024-04-12,17,Morning,Business,2
S0026322,T003291,Bangalore,Kolkata,2024-03-17,2024-04-24,38,Night,Family / Personal,2
S0026323,T003291,Delhi,Hyderabad,2024-03-12,2024-03-30,18,Morning,Business,1
S0026324,T003291,Bangalore,Kolkata,2024-03-25,2024-04-12,18,Morning,Commute,4
S0026325,T003291,Chennai,Delhi,2024-03-14,2024-04-19,36,Afternoon,Leisure,1
S0026326,T003291,Kolkata,Chennai,2024-03-14,2024-04-15,32,Evening,Commute,2
S0026327,T003291,Kolkata,Bangalore,2024-03-08,2024-04-24,47,Night,Commute,1
S0026328,T003291,Kolkata,Hyderabad,2024-03-13,2024-04-30,48,Evening,Family / Personal,1
S0026329,T003292,Delhi,Bangalore,2024-03-23,2024-04-10,18,Early Morning,Business,1
S0026330,T003292,Chennai,Kolkata,2024-03-17,2024-04-14,28,Afternoon,Commute,3
S0026331,T003292,Kolkata,Delhi,2024-03-15,2024-04-11,27,Evening,Commute,2
S0026332,T003292,Hyderabad,Delhi,2024-03-18,2024-04-22,35,Morning,Commute,1
S0026333,T003292,Mumbai,Chennai,2024-03-07,2024-04-08,32,Evening,Commute,1
S0026334,T003292,Chennai,Hyderabad,2024-03-26,2024-04-27,32,Early Morning,Business,2
S0026335,T003292,Hyderabad,Delhi,2024-03-19,2024-04-04,16,Evening,Commute,1
S0026336,T003292,Mumbai,Delhi,2024-03-23,2024-05-09,47,Morning,Business,1
S0026337,T003293,Chennai,Delhi,2024-03-05,2024-04-07,33,Early Morning,Business,1
S0026338,T003293,Hyderabad,Delhi,2024-03-18,2024-04-04,17,Early Morning,Commute,3
